ctoi_alias,pl_pnum,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
361998994.01,1,0,145.2336,-63.487213,-9.782,9.692,2458622.189194,1.84996,2.954,9350.0,13.3315,2772.81,2021.0,13.6447,1049.88,6320.0,4.26,1.37
188593930.01,1,0,345.522623,-16.360699,-28.458,-176.929,2458354.27607,1.46503,1.145,3162.12,5.43222,601.367,1379.0,12.3574,379.256,5912.5,4.36,0.88
175476629.01,1,0,350.977923,-38.225789,25.692,-13.893,2458354.27156,1.14057,2.188,5009.01,6.52263,13201.6,2986.0,12.8509,380.053,5349.5,4.44,0.84
309436531.01,1,0,138.805858,-79.774383,7.514,-2.005,2459383.966929,3.2136333,1.875,7810.0,11.1273,362.609,1215.0,12.3297,522.663,6189.4,4.32,1.25
305739565.01,1,1,206.026527,-32.522975,-20.441,1.595,2459329.334304,3.3704313,4.608,5610.0,13.6938,1466.04,1723.0,12.885,942.122,5765.0,3.92,1.85
242460075.01,1,0,214.31811,-44.33969,-21.078,-1.64,2459356.489051,2.9098435,1.928,9480.0,13.2842,378.481,1228.0,12.9841,717.079,5955.0,4.24,1.31
112037203.01,1,0,209.183512,-35.292443,-47.7,-46.082,2458619.606193,4.3622356,2.645,18670.0,11.0608,89.5299,856.0,13.2041,277.718,4486.0,4.5,0.78
76505260.01,1,0,228.684363,-31.902206,-12.355,-0.119,2459356.441741,2.5336422,2.865,13290.0,29.183,3022.37,2065.0,13.2608,761.766,6038.0,4.22,1.36
358070912.01,1,1,47.728524,-73.531972,50.289,34.587,2460014.96281,0.8831279,1.651686,2068.0674877,4.3749094,1586.2100083,1609.5701933,12.4923,300.141,5151.4,4.51,0.86
169765334.01,1,1,351.321095,-15.634631,52.133,5.002,2459090.797418,5.7042858,4.061264,940.986289,5.0247868,576.8749367,1249.9428806,10.6929,284.388,5560.5,4.01,1.61148
31697707.01,1,0,289.140291,-34.781754,12.969,-40.915,2459059.767349,3.910946,3.28,5210.0,10.6878,497.733,1315.0,11.3612,369.444,5642.0,4.07,1.54
369861731.01,1,0,161.042028,-86.319954,-22.42,15.394,2459387.095741,3.8780401,2.757,5030.0,8.5758,602.229,1380.0,12.3483,403.582,5617.0,4.31,1.15
262531275.01,1,0,20.419256,-42.481783,-6.279,-14.514,2459141.054998,2.4843369,1.154,4450.0,8.59746,160.141,991.0,13.0261,939.136,5608.0,3.94,1.76
337274055.01,1,0,269.063581,-57.100597,6.839,6.96,2459383.590441,4.8435717,2.561,6120.0,15.3767,693.687,1429.0,13.1052,521.922,5552.0,4.42,1.01
310267134.01,1,0,251.382358,-76.937828,-14.691,-30.878,2458681.71335,0.5438807,0.78,3390.0,6.46581,1246.75,1655.0,13.5252,557.804,5259.0,4.41,0.98
139285832.01,1,1,348.058952,-44.876485,35.906,-37.39,2459062.446886,0.77685,1.43,830.0,3.28324,4180.32,2240.0,11.5273,222.852,5190.0,4.42,0.96
306648160.01,1,1,265.760335,-65.008252,0.113,-1.961,2458681.48892,3.6525305,4.153,9770.0,14.7302,967.919,1553.0,10.6651,285.895,5930.0,4.14,1.47
305512837.01,1,0,262.640686,-64.723142,-11.469,-27.176,2459386.357734,3.0223957,3.272,14800.0,11.507,791.733,1477.0,12.7316,234.721,4653.0,4.56,0.75
194795551.01,1,1,271.324167,-34.107171,0.421,-16.943,2459383.760485,2.0180196,1.967,15190.0,12.168,520.136,1330.0,11.3208,217.193,5544.0,4.47,0.96
58046864.01,1,0,275.164944,-39.220957,9.755,-15.582,2458680.4761,2.3651663,2.462,15360.0,19.4747,851.541,1504.0,13.4411,991.209,5805.0,4.1,1.51
41865539.01,1,0,21.32225,-39.947872,-13.501,-13.674,2458354.86627,1.26092,2.718,4825.94,8.46782,5014.81,2344.0,12.3571,472.613,5875.0,4.36,1.11
391903064.01,1,1,106.529815,-75.819559,-5.96,38.599,2460174.14998,4.6658007,2.609,565.0,2.17821,216.429,1068.0,8.7843,78.7577,6365.0,4.54516,1.02
412259468.01,1,0,110.390835,-21.93839,-4.179,2.297,2459229.684104,2.6535777,2.1014914,1446.2753601,6.685956,4941.3523429,2138.3618868,11.0285,607.29,8037.0,4.26402,1.70185
146244533.01,1,0,133.542032,-48.072792,-13.597,5.808,2459296.556389,8.8088443,4.411,3550.0,10.7596,2579.38,1985.0,10.5387,454.844,8072.0,4.37,1.58
55452495.01,1,0,70.670279,-64.885209,-11.324,-2.566,2460108.108861,17.7082945,3.449,2341.0,11.7171,100.109,881.0,9.9524,600.497,7859.0,4.12,2.8
464300749.01,1,1,155.984143,-56.843117,-24.125,7.716,2460031.240934,18.0953159,2.627,3176.0,12.0619,37.2117,688.0,10.3823,366.987,6509.8,3.99,1.8
280655495.01,1,1,144.537771,-49.335223,-26.538,14.007,2459990.15956,5.8769438,4.5933803,7168.7849256,12.3925008,511.3176191,1212.8090781,10.8137,277.899,5805.0,4.13,1.4484
155986102.01,1,0,7.330079,-50.140052,27.779,18.042,2458360.61731,6.87168,3.16,39248.4,28.967,380.128,1230.0,12.0235,292.682,5446.0,4.43,1.33
185482513.01,1,0,130.052164,-31.994286,8.421,-11.26,2459279.83151,1.2368321,2.144,1930.0,7.3968,3451.44,2135.0,12.6206,735.596,6117.0,4.1,1.59
184670625.01,1,0,127.670065,-40.280004,-2.163,-0.308,2459278.383405,0.5241284,1.017,2400.0,16.7968,16094.6,3137.0,12.5004,810.822,5860.0,3.88,1.95
130191319.01,1,0,119.75408,-25.648554,7.547,-8.12,2459250.615192,1.6117444,1.524,3120.0,6.63491,847.062,1502.0,12.1038,446.453,6056.0,4.38,1.14
116156517.01,1,1,7.709529,-40.573461,38.231,-9.135,2459108.86073,5.36777,4.271,6650.0,14.2607,747.132,1456.0,11.3151,542.251,6561.0,4.1,1.72
129881395.01,1,0,119.489473,-28.122701,-6.686,1.711,2459252.696743,3.3630421,2.776,20990.0,20.7277,509.118,1323.0,13.4704,1001.57,5982.0,4.17,1.42
175079720.01,1,0,115.874489,-38.90883,-11.066,0.834,2459274.96923,2.2623261,3.048,2940.0,4.86815,1819.52,1819.0,12.4698,343.21,5786.0,4.56,0.89
419419534.01,1,0,121.093981,-34.262222,-2.405,-4.972,2459278.794388,1.680148,1.217,1420.0,9.76407,575.779,1364.0,10.9144,527.277,5750.5,3.81,2.35
69838258.01,1,0,337.921615,-21.945702,-3.88,-5.173,2458354.57336,6.73069,3.503,14721.7,22.1494,457.721,1288.0,12.0885,650.653,6048.2,4.28,1.66
7904580.01,1,0,133.207393,-1.606521,-1.303,7.184,2459249.62041,15.8346011,4.676,18000.0,16.7304,116.829,915.0,13.3008,665.382,5713.1,4.37,1.09
293978434.01,1,0,122.430787,-22.868692,-0.864,5.231,2458540.862165,1.5971426,3.316,2150.0,7.98964,4957.19,2337.0,12.6746,950.218,6263.0,4.03,1.77
286099128.01,1,1,140.84562,2.932484,-7.181,-13.548,2459964.344071,3.7788779,3.1290228,17654.0731284,13.9739571,466.0843733,1185.0478458,12.239,397.313,5817.7,4.43,1.02896
283702603.01,1,0,128.800451,-27.407594,-5.206,2.36,2459279.471354,0.6691882,1.347,2850.0,9.96751,7244.35,2570.0,12.5772,994.33,6623.0,4.09,1.76
238162973.01,1,0,106.432017,-49.520598,20.106,-30.978,2459260.035982,11.8885643,2.567,35450.0,19.2143,18.8935,580.0,13.3872,282.594,4427.0,4.52,0.75
132320310.01,1,0,119.365428,-38.970243,1.462,-9.774,2459277.091098,1.3955317,2.62,960.0,10.461,3163.13,2089.0,10.9602,566.014,4957.2,3.34,3.29
284254253.01,1,0,233.280288,-57.63528,-9.669,-5.794,2458651.973815,1.862908,4.562,3420.0,13.9775,20675.8,3340.0,12.8482,527.819,5626.0,4.15,1.39
453289469.01,1,0,148.193703,-76.165857,-24.132,5.231,2458652.436812,0.7799194,1.543,1920.0,9.09676,2609.72,1991.0,12.8492,715.534,5473.0,3.8,2.04
282091493.01,1,0,135.291964,-75.088195,-29.443,30.294,2458647.685514,3.3789946,3.332,11150.0,8.56973,333.667,1190.0,13.5709,388.495,4809.0,4.51,0.82
275562670.01,1,0,240.53688,-52.034811,-10.025,-10.515,2458651.449273,1.5810556,2.437,33340.0,13.941,1668.68,1780.0,13.5159,409.504,5985.0,4.72,0.76
254629854.01,1,0,236.542661,-43.368223,-14.595,-18.508,2459359.54722,0.9714298,1.251,1650.0,8.81333,2557.87,1981.0,10.7989,492.34,6495.0,3.89,2.18
117689799.01,1,0,300.735006,24.435135,4.563,-10.646,2459771.874948,2.1570462,2.3436622,17928.3672773,14.5949243,1041.3249499,1448.8262904,11.6006,299.999,5863.0,4.42,1.04535
86451883.01,1,0,298.561279,32.425717,-1.004,-23.111,2458708.663596,1.7561019,2.858,11010.0,8.43478,1012.39,1571.0,13.3911,378.906,4896.0,4.52,0.81
278968371.01,1,0,290.079022,21.371475,-5.342,-1.476,2458707.691822,1.2997811,2.35,7140.0,13.6803,3036.53,2068.0,12.4162,535.034,6053.0,4.08,1.61
228381868.01,1,1,357.580647,-17.077595,28.016,-3.212,2459091.364241,3.4654953,4.1612558,5884.1905569,14.2776184,1373.5324063,1552.6711273,12.0719,602.236,5570.3,3.93,1.77738
106224626.01,1,0,301.078777,34.398008,-5.199,-5.857,2458731.298955,3.3418892,2.084,24860.0,13.4003,123.578,928.0,13.4979,380.532,4874.0,4.53,0.8
373576942.01,1,0,320.427977,37.822833,-4.599,-11.514,2458731.568477,0.8912218,1.846,9160.0,15.1782,4445.59,2274.0,12.8424,891.899,6245.0,4.12,1.59
89876424.01,1,0,301.520846,34.315352,-1.741,-5.531,2458733.088312,1.5380702,2.226,8770.0,18.9812,1996.94,1862.0,13.3403,1277.4,6125.0,3.87,2.06
27916356.01,1,1,296.837248,48.239969,0.961,8.429,2459421.606981,3.2346944,3.5710893,10156.5613928,13.3160023,843.7111506,1374.5742272,12.6877,587.039,5613.0,4.2,1.3147399
294599100.01,1,0,302.284347,49.154874,18.728,-12.158,2459440.870522,5.6133922,1.424,15850.0,15.2695,91.3894,861.0,12.6275,449.327,5848.0,4.41,1.07
291147951.01,1,0,310.121327,25.336895,-5.184,-12.058,2459444.951847,2.5313956,3.128,9640.0,23.2858,3659.88,2166.0,13.3888,721.677,5854.0,4.36,1.13
16187321.01,1,0,307.376941,36.970694,-11.357,-23.555,2459813.403681,4.2021893,2.742,9310.0,14.1363,523.564,1332.0,11.7211,503.905,6702.0,4.29,1.42
271167979.01,1,0,294.557985,47.783127,11.27,20.887,2458733.079623,0.3093954,0.442,7680.0,15.7244,1703.73,1789.0,13.0744,287.244,4769.0,4.59,0.73
269269740.01,1,0,299.872379,45.499591,-5.78,-1.515,2459770.360298,1.8639309,3.297,3640.0,14.7339,19428.3,3289.0,12.5769,769.611,6527.4,4.18,1.57
172754786.01,1,0,299.809982,38.393653,-3.035,-7.855,2459771.049138,4.1273472,2.74,18840.0,20.1447,1041.76,1582.0,12.8903,1067.6,7795.0,4.39,1.44
193708920.01,1,0,306.256232,46.923098,14.763,42.064,2458732.453924,1.3298469,3.007,2190.0,6.98364,32313.0,3735.0,11.9635,289.309,5791.1,4.69,0.81
169461816.01,1,1,297.45374,41.011019,3.041,2.598,2459800.506508,17.8552322,7.525823,8831.6711744,14.5976753,183.2136427,938.3377787,10.931,399.398,6779.2,4.25,1.49114
169187982.01,1,0,297.295912,38.857228,-1.541,-2.519,2459446.399559,1.764534,2.187,27120.0,23.84,3379.0,2124.0,13.33,845.721,6479.0,4.4,1.2
160390955.01,1,1,322.602368,34.739581,26.349,-7.721,2459799.383297,4.4178042,2.5881434,6790.1682056,6.4020317,130.1481354,861.4483375,12.0729,197.906,4864.0,4.55,0.785799
220016044.01,1,0,32.321881,-48.48474,13.651,-3.888,2459088.390424,0.9399664,1.122492,587.9364245,6.6149456,22464.7891996,3122.4488768,10.3987,480.322,6300.3,3.72,2.5465
396133015.01,1,1,327.095917,48.334399,5.058,-33.341,2459847.67339,5.2667367,2.788,2910.0,8.71675,248.814,1106.0,11.3209,420.999,5938.0,4.06,1.6
358186451.01,1,0,317.124796,49.112843,-1.389,-17.23,2459851.521255,1.3176767,1.692,530.0,4.16809,3463.78,2137.0,10.9683,460.849,7176.0,4.16,1.73
305478010.01,1,0,330.271302,38.530284,132.913,85.071,2458762.231266,3.121339,4.331,26300.0,9.21314,235.634,1091.0,13.2966,153.214,3858.0,4.69,0.56
440113053.01,1,1,4.859275,44.027596,0.985,-8.866,2459854.762356,1.805376,2.0790249,21680.3724998,12.0157766,535.3422852,1226.8109303,12.8416,329.036,5090.0,4.54,0.820538
267650535.01,1,1,9.516583,34.711402,-26.775,-32.478,2459853.969135,4.0088245,2.7370959,21483.7462243,11.5444262,165.190061,914.3568608,11.9475,202.078,5007.0,4.56,0.795696
13023738.01,1,0,347.08487,-29.590446,15.536,-29.348,2459104.87232,8.0635,3.396,5180.0,24.3071,621.088,1390.0,12.2524,646.707,5657.0,3.97,1.71
267867517.01,1,0,312.456261,56.896568,-5.066,-4.88,2458787.3585,2.6816329,2.695,3100.0,13.2689,1859.62,1829.0,13.1802,1162.86,7047.0,3.89,2.34
267484653.01,1,0,298.705925,58.301643,-15.839,1.501,2459853.828611,1.7384809,2.6777485,3882.8974217,12.9358521,3182.4341084,1915.6210676,12.3512,640.122,5540.0,3.95,1.72093
233948455.01,1,1,305.221945,59.448903,9.112,30.79,2459854.418388,1.4822451,1.595,21920.0,14.0641,442.993,1278.0,12.883,360.313,5115.0,4.45,0.91
398912927.01,1,0,18.55398,19.470441,-1.346,10.098,2458766.790402,19.8875338,1.34,3020.0,13.605,17.0243,565.0,10.8154,318.244,5856.2,4.07,1.57
455784423.01,1,1,359.793385,39.314256,185.747,1.023,2459878.618825,3.9365629,2.19,15461.0,8.09927,41.2897,706.0,12.7882,130.091,3689.0,4.64,0.61
189380158.01,1,1,21.871101,38.968114,-0.176,-3.236,2460611.886686,1.9617969,2.7570171,14086.214603,13.2107214,1400.0225662,1560.1038498,13.0942,666.802,6026.0,4.41,1.09703
61205803.01,1,1,21.065125,32.8107,-9.175,-16.632,2459855.36278,4.2186625,3.2580998,18527.6525232,13.6976778,311.7091966,1071.6603274,12.7628,440.089,5425.9,4.41,1.0068901
453230066.01,1,0,23.992574,54.716441,4.255,-2.194,2458813.485731,1.5492212,2.287,1420.0,6.80431,8634.8,2685.0,10.9469,635.734,8364.0,4.25,1.78
374778982.01,1,0,31.750309,55.178785,2.898,-8.263,2459906.847676,2.3882776,3.102,12572.0,18.5453,2401.38,1950.0,13.4977,441.614,5097.0,4.5,0.87
354151219.01,1,0,21.177329,51.671855,-5.113,-0.221,2459907.512799,3.5639862,2.135,2126.0,10.1033,737.328,1451.0,11.5917,774.636,6940.9,3.85,2.41
346626688.01,1,1,44.470988,30.625597,17.645,-11.995,2459886.331856,4.4085194,3.3016793,8977.0354304,12.4986982,648.882601,1287.2452024,11.4453,319.031,5961.2,4.25,1.2983299
9033144.01,1,0,349.606266,-19.823843,18.43,16.943,2460202.579344,4.7150255,3.302,4566.0,17.6148,1853.5,1827.0,9.74346,157.667,5756.9,3.9,1.2
50943163.01,1,0,41.904242,61.306342,5.534,-3.927,2458810.750472,2.4254068,3.323,1910.0,11.0715,7043.91,2552.0,11.2351,812.606,8290.0,3.95,2.51
458876004.01,1,0,35.837872,60.889963,7.889,-2.851,2458814.425212,3.6923071,1.139,14130.0,14.2002,375.352,1226.0,11.9814,369.583,8469.0,4.68,1.1
34551972.01,1,0,44.233304,28.771475,-6.69,-1.271,2459885.446229,4.8542148,5.588206,7842.3157995,18.9133256,2370.8794126,1779.7012929,10.5873,499.255,7259.3,4.03,2.0394399
77031413.01,1,0,354.170634,-34.611893,87.467,-8.832,2459110.92156,1.38665,2.238,24680.0,15.5656,1237.91,1652.0,11.4996,233.586,5444.0,4.48,0.93
285272237.01,1,1,35.383494,32.246044,47.771,-21.428,2459886.284961,4.6401269,3.0320144,9954.9098835,10.2407443,243.0337156,1007.016024,11.7524,255.206,5191.0,4.37,1.00936
28873762.01,1,0,49.792323,27.263332,1.47,-3.399,2459518.690795,3.105654,1.999,12400.0,17.6225,643.523,1403.0,13.3483,887.137,6241.0,4.2,1.44
245509452.01,1,1,39.282337,54.851215,18.844,-11.37,2459883.864179,3.246208,3.4201513,9405.9910446,13.2996429,1107.8472213,1471.4303775,11.8433,396.378,6088.0,4.24,1.34548
240823272.01,1,1,15.654394,51.303892,-6.931,-21.334,2459888.212325,9.0881638,3.402,24660.0,12.8974,57.0645,765.0,11.419,176.436,5211.0,4.58,0.8
259506033.01,1,1,75.480167,50.131178,-11.021,-21.44,2460286.170903,1.9025032,1.6652986,10717.8931836,11.3732439,959.0316129,1419.3123455,12.3824,338.84,5464.2,4.4,1.02592
155867025.01,1,1,69.552342,39.458003,19.7,-70.764,2459911.46982,2.1547472,1.6582238,49552.1823437,11.6102486,53.5321999,689.8799484,13.1751,112.71,3538.0,4.73,0.50843
339250695.01,1,0,84.789937,60.424358,5.46,-13.931,2460287.858395,4.7262208,3.2344044,9512.9165619,12.4034204,454.4461913,1177.5798524,13.135,587.219,5947.0,4.36,1.1428699
9032368.01,1,0,355.901919,-11.26957,11.261,-17.047,2458355.67942,1.632,1.466,5500.0,9.24379,806.657,1484.0,13.2889,741.257,5997.0,4.39,1.11
321436679.01,1,0,83.140649,57.623092,0.18,-3.739,2460286.361991,2.1263167,2.6213684,7318.4567789,22.1075367,6216.4494671,2264.6722133,12.6396,881.379,6361.4,3.83,2.2823701
286696848.01,1,0,72.799655,50.096898,40.626,-29.917,2458835.622721,8.9279009,3.278,49560.0,15.0384,17.5959,570.0,12.8814,166.818,3916.0,4.59,0.67
284747017.01,1,0,78.040149,34.750032,19.705,-86.141,2458839.923433,1.8012697,3.182,1800.0,3.19942,1024.77,1576.0,11.7603,145.759,4570.0,4.54,0.75
467783290.01,1,0,62.618611,32.306767,2.412,-5.995,2459521.512909,3.6502527,2.506,9000.0,21.323,1462.84,1722.0,12.4332,884.571,6630.3,4.0,1.95
281196902.01,1,1,69.747261,66.671209,-11.435,11.512,2460291.216212,5.5455798,3.1170996,8040.2832674,10.3353813,238.4089829,1002.1907807,12.079,322.356,5354.0,4.34,1.07607
445751830.01,1,1,91.003642,55.019979,-9.036,-43.154,2459911.667339,3.4391954,1.6681096,32914.4087358,12.4377309,58.4322157,705.1521561,13.1858,181.139,3902.0,4.62,0.637223
470974162.01,1,0,110.878729,50.349524,-11.496,-22.191,2459603.239373,3.2583798,2.196,4800.0,6.27906,197.102,1043.0,12.3794,270.518,4992.1,4.44,0.9
458419328.01,1,1,130.900226,63.078077,-42.903,-17.033,2459604.77275,4.6747218,1.61,8200.0,4.73219,11.5347,513.0,12.4963,79.7634,3502.0,4.74,0.5
220396259.01,1,0,68.891541,-56.138849,-1.949,-34.477,2458355.6259,0.91677,1.337,276.272,3.12766,4151.31,2236.0,9.9124,231.803,5825.0,4.04,1.71
29117085.01,1,0,118.426692,46.47193,-15.033,-17.056,2458846.993395,13.247777,3.301,13420.0,11.7716,74.203,817.0,11.2119,188.294,5373.8,4.51,0.89
416539317.01,1,0,126.849751,64.765253,0.908,-37.02,2459604.715425,2.2019606,4.326,960.0,3.97533,4911.26,2332.0,12.4091,645.718,6269.0,4.26,1.35
253030300.01,1,0,98.732441,49.676574,-1.05,-1.028,2458865.943138,2.8300213,1.646,3790.0,6.47417,462.811,1292.0,12.2361,439.841,6205.0,4.51,1.01
393251073.01,1,0,115.508868,61.574659,-9.876,-34.38,2458849.115258,14.9857436,5.8,9980.0,9.39924,155.741,984.0,11.6387,216.16,5279.0,4.52,0.86
373614579.01,1,0,114.188526,44.051536,18.799,-29.059,2459605.774678,8.2064867,2.9678542,29281.2259569,14.6693181,77.9725277,757.8882131,12.7085,328.06,5236.1,4.55,0.824569
289661991.01,1,1,139.112565,69.074128,-0.55,-1.354,2459937.078969,2.8989758,1.307,3680.0,10.0928,401.9,1247.0,11.5817,421.745,5908.0,4.13,1.47
138497780.01,1,0,96.250314,33.032134,2.306,-5.376,2459549.76003,3.6754815,2.3005775,9843.1330115,22.3487036,1252.5773445,1517.2980079,12.2337,595.137,6305.0,4.18,1.4902101
239136269.01,1,0,112.325562,33.591361,-0.852,-2.591,2459501.092732,1.0590994,0.9853402,5155.2973108,10.6616565,18843.6190459,2988.2080302,13.286,1696.26,9332.0,4.5,1.42848
95660472.01,1,1,121.863257,29.388645,-6.039,-22.792,2459502.744728,3.244299,2.6887498,5692.0048309,12.9273057,1427.7989564,1567.7850348,11.9824,558.141,5999.0,4.1,1.5585901
229091748.01,1,0,3.797833,-46.272428,18.813,0.176,2458354.59152,0.4568,0.548,3428.7,6.64264,1132.97,1616.0,12.7226,506.62,5777.0,4.35,1.03
39077574.01,1,0,151.255619,40.341064,-10.015,-7.317,2459629.957296,7.1404043,1.719,8300.0,10.5731,53.052,751.0,13.2971,715.593,5886.6,4.38,1.11
308073360.01,1,1,152.666283,24.273121,50.376,-37.026,2459613.379817,11.8886495,4.803,7800.0,11.0233,138.065,954.0,11.366,311.705,5773.9,4.28,1.21
155995204.01,1,0,7.658562,-52.049331,2.344,10.402,2458357.58381,9.30734,4.683,42774.4,30.7623,304.138,1163.0,13.5281,958.366,5819.0,4.34,1.35
156816238.01,1,0,140.462178,38.618961,14.231,-3.961,2459632.687208,2.1461672,1.942,14110.0,16.91,663.959,1414.0,12.7553,749.892,6046.0,4.19,1.41
149918151.01,1,1,160.748095,60.964119,-23.741,-21.274,2459632.94338,1.540776,1.705,27310.0,13.3674,210.669,1061.0,12.9178,213.771,4234.0,4.49,0.77
92359850.01,1,0,52.225639,-19.979808,10.261,-9.189,2459167.71222,4.155,2.807,4900.0,11.0678,534.715,1339.0,9.65521,218.294,6270.0,4.14,1.57
422655579.01,1,1,29.263451,0.758825,23.305,-7.093,2458413.142818,2.9036816,5.0469369,4642.2749148,14.913823,3384.6096881,1945.3461862,10.1638,362.715,6059.0,3.92334,2.14325
99330090.01,1,0,189.828966,59.703485,-14.752,3.149,2459443.719241,7.0080817,3.179,14900.0,13.1807,189.492,1033.0,11.1693,295.431,6307.0,4.48,1.06
86263325.01,1,1,181.571834,12.507026,-186.01,26.251,2459656.499824,4.5445569,1.462,30740.0,5.7177,5.65747,429.0,12.9113,43.1448,3192.0,4.92,0.3
271900960.01,1,0,112.941928,-75.527552,-0.316,-28.206,2458330.37074,13.45913,3.428,2579.32,7.68909,897.182,1524.0,8.2606,104.344,6457.7,4.43,1.38
18017227.01,1,0,171.711327,37.705235,6.551,-2.248,2459634.770884,0.6203033,1.031,1390.0,7.82821,10295.4,2806.0,11.9245,695.137,6294.0,4.03,1.78
165464482.01,1,1,201.374827,52.768104,-8.943,8.538,2459657.9546,4.3345378,3.336,10000.0,14.3572,546.903,1347.0,11.323,417.365,6314.8,4.21,1.43
250386181.01,1,0,30.114481,-4.985686,26.427,-27.85,2459138.72305,1.470258,1.126,2700.0,12.2412,884.686,1519.0,9.89377,167.306,6321.46,4.1984,1.08
382391899.01,1,1,43.688074,-10.898024,3.281,8.963,2459169.669461,1.9550932,1.78762,19634.9908668,13.1406834,690.3398082,1307.3307576,11.0529,184.848,5400.0,4.53926,0.873418
156648452.01,1,1,215.801496,24.076564,7.744,-0.526,2459687.370442,3.4936188,3.355,9730.0,14.2355,628.664,1394.0,11.8747,465.992,5779.5,4.15,1.42
139118482.01,1,0,193.595291,30.214364,-6.057,-8.215,2458946.965104,6.7136512,3.541,11490.0,12.5036,244.013,1101.0,11.3366,332.565,6179.1,4.39,1.15
23769326.01,1,1,208.944753,40.391806,2.188,0.91,2459682.83197,7.4332642,3.051,6000.0,10.213,184.322,1026.0,12.3342,604.591,6227.0,4.28,1.32
456042145.01,1,0,340.628454,64.754725,-3.062,-5.603,2458980.246552,2.0474832,3.159,6790.0,14.3474,12096.5,2921.0,13.4802,620.264,6791.0,4.57,1.04
435167167.01,1,0,346.403126,63.453418,-7.046,-12.754,2458979.233689,3.0330919,4.043,1280.0,7.40327,4283.51,2253.0,12.1474,773.332,7471.0,4.01,2.14
29960109.01,1,0,42.250066,-14.537646,174.42,45.414,2458411.66942,2.49221,1.605,1480.0,1.71311,43.3259,714.0,11.2003,37.8932,3450.0,4.78,0.45
367333043.01,1,0,333.663387,68.685313,5.923,0.588,2458979.960331,2.8778095,2.824,4830.0,7.35828,1005.2,1568.0,13.2875,617.366,6131.0,4.46,1.05
335489455.01,1,0,332.633491,61.82941,-32.736,-21.987,2458978.435452,2.1176601,3.591,2000.0,5.16544,12280.2,2932.0,12.5455,359.83,5814.0,4.56,0.89
305550963.01,1,0,315.263903,63.424275,-23.138,-11.834,2459850.65687,1.5891628,1.576,3550.0,12.5934,1679.03,1783.0,13.2445,928.965,6227.0,3.91,2.0
178155732.01,1,1,42.984978,-30.814061,123.229,105.788,2459120.537697,5.9739124,3.1235464,232.5621027,2.3917735,488.0089226,1198.7446729,5.9053,31.964,6308.31,4.438,1.2845
178155732.02,2,1,42.984978,-30.814061,123.229,105.788,2459169.27128,3.58529,2.495,180.0,1.77141,646.628,1404.0,5.9053,31.964,6308.31,4.438,1.28
270435047.01,1,0,351.796938,60.231831,1.701,-2.624,2458979.203279,1.8011961,3.23,2280.0,9.1446,8355.02,2663.0,12.8114,1153.23,7588.0,4.09,1.99
219379012.01,1,0,76.833621,-48.115889,-29.75,9.784,2459168.724537,1.5464949,1.101,930.0,3.7295,438.793,1275.0,10.231,167.009,5973.5,3.89,1.14
155947004.01,1,0,227.305873,44.700876,15.141,-26.11,2458973.711868,9.4258906,2.406,4450.0,9.65497,76.541,824.0,11.8993,135.0,4507.0,4.64,0.67
154293917.01,1,1,224.356008,44.274322,-19.913,9.882,2458978.133817,6.6080989,3.928,6740.0,12.1125,298.497,1157.0,11.8136,516.087,5993.0,4.12,1.5
444523623.01,1,0,14.558693,61.099519,-0.492,-4.173,2458979.93011,2.041659,3.521,3230.0,8.90978,5195.14,2365.0,12.9447,871.833,6806.0,4.22,1.56
1129033.01,1,1,37.155522,-7.060667,93.889,-1.567,2459168.520849,1.3600283,2.1652751,19427.6944703,13.0911813,1343.1568273,1544.0146992,9.62713,105.166,5500.0,4.48298,0.933975
312548415.01,1,0,12.855316,59.409908,1.598,-2.099,2458981.5001,2.2437501,3.821,2880.0,10.0826,5651.55,2415.0,12.9165,1172.52,7209.0,4.06,1.96
20182780.01,1,1,226.337147,36.786975,-48.936,42.685,2459715.022491,4.3533211,1.894,21740.0,7.17236,14.9972,548.0,13.4609,108.883,3422.0,4.77,0.46
219388773.01,1,0,77.047577,-50.858906,-0.317,-27.908,2458412.383444,1.5716819,1.9672248,743.4097278,4.5091786,715.6772333,1319.1647872,10.6793,106.507,4752.8,4.37,0.982066
420446142.01,1,0,5.117344,63.031396,-3.36,-1.62,2458980.604616,5.8423636,2.416,2280.0,18.7395,716.73,1441.0,11.6697,1552.26,8648.0,3.6,3.85
372505528.01,1,0,6.140224,62.235631,-8.743,0.395,2458977.165523,3.8974136,2.061,1990.0,6.8757,504.623,1320.0,11.0986,400.234,6827.0,4.25,1.51
347011522.01,1,0,1.186715,54.196681,-5.079,-8.636,2458973.929734,17.2045725,4.987,3770.0,21.5086,434.974,1272.0,12.0205,659.762,6278.0,4.03,1.77
284528889.01,1,0,9.945507,62.393358,33.535,-8.554,2458981.890738,4.112385,3.474,2110.0,9.65749,570.966,1361.0,11.6437,525.173,5659.0,3.78,2.14
35857242.01,1,1,41.63916,-0.464125,11.247,-34.464,2459169.279248,3.6344447,3.871,9230.0,14.25,1133.73,1616.0,11.3161,414.234,6272.0,4.25771,1.42
